"baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","ensembl_gene_id","gene_symbol","gene_label"
5.93289785555946,6.12192741792618,1.54422082494428,3.96441190213005,7.35771125738134e-05,0.0201499752882988,"ENSG00000152749","GPR180","GPR180"
8.03416081902967,5.26835281396952,1.41257318820672,3.72961405324263,0.000191773286846602,0.0318299214296578,"ENSG00000085733","CTTN","CTTN"
20.6696527671683,5.03015227451474,0.714232446991239,7.04273839098834,1.8849794426812e-12,2.02748388854789e-08,"ENSG00000169432","SCN9A","SCN9A"
21.3639532242373,3.88147134081271,1.06204997086768,3.65469746931175,0.000257485418892665,0.0364409627053883,"ENSG00000164466","SFXN1","SFXN1"
13.6915813093302,3.79365441871037,0.964857188975117,3.93182997655854,8.43016816635781e-05,0.0201499752882988,"ENSG00000124275","MTRR","MTRR"
327.691687803473,3.47659456075056,0.867699422345767,4.00668073669085,6.15780088649391e-05,0.0179008936040888,"ENSG00000204936","CD177","CD177"
28.2446490578386,2.97428461692353,0.832625110111393,3.57217741910956,0.000354025428101581,0.0400831316280063,"ENSG00000160180","TFF3","TFF3"
36.1229152898479,2.60537949309288,0.693119828506714,3.75891640368451,0.00017065083944734,0.0300904988376327,"ENSG00000072954","TMEM38A","TMEM38A"
67.4094310509062,2.57989946563906,0.696500571819378,3.70408807978423,0.000212152539965787,0.0340583988040597,"ENSG00000108679","LGALS3BP","LGALS3BP"
49.7263851941353,2.51768197066429,0.643990422658693,3.909502194567,9.24865152927454e-05,0.0211656374146547,"ENSG00000196150","ZNF250","ZNF250"
